date_utc,rollup_id,l2_fees_eth,rent_paid_eth,profit_eth,txcount
2024-03-13,optimism,225.80000000,33.97161000,191.82839000,832000
2024-03-13,base,170.20000000,18.60966800,151.59033200,638600
2024-03-14,arbitrum,554.30000000,72.49135400,481.80864600,1245500
2024-03-14,optimism,228.20000000,34.12731000,194.07269000,834000
2024-03-14,base,172.80000000,19.06502400,153.73497600,640900
2024-03-15,arbitrum,557.40000000,72.46200000,484.93800000,1248000
2024-03-15,optimism,230.60000000,34.79754000,195.80246000,836000
2024-03-15,base,175.40000000,19.23611800,156.16388200,643200
2024-03-16,arbitrum,557.00000000,71.97554000,485.02446000,1250500
2024-03-16,optimism,229.50000000,34.42500000,195.07500000,838000
2024-03-16,base,174.50000000,19.31017000,155.18983000,645500
2024-03-17,arbitrum,560.10000000,73.03143900,487.06856100,1253000
2024-03-17,optimism,231.90000000,34.57629000,197.32371000,840000
2024-03-17,base,177.10000000,19.48100000,157.61900000,647800
2024-03-18,arbitrum,563.20000000,72.99635200,490.20364800,1255500
2024-03-18,optimism,234.30000000,35.25043500,199.04956500,842000
2024-03-18,base,179.70000000,19.64839800,160.05160200,650100
2024-03-19,arbitrum,560.00000000,73.23680000,486.76320000,1254500
2024-03-19,optimism,230.40000000,34.45632000,195.94368000,840500
2024-03-19,base,176.00000000,19.41808000,156.58192000,648900
2024-03-20,arbitrum,563.10000000,73.20300000,489.89700000,1257000
2024-03-20,optimism,232.80000000,35.12952000,197.67048000,842500
2024-03-20,base,178.60000000,19.58706200,159.01293800,651200
2024-03-21,arbitrum,562.70000000,72.71209400,489.98790600,1259500
2024-03-21,optimism,231.70000000,34.75500000,196.94500000,844500
2024-03-21,base,177.70000000,19.66428200,158.03571800,653500
2024-03-22,arbitrum,565.80000000,73.77466200,492.02533800,1262000
2024-03-22,optimism,234.10000000,34.90431000,199.19569000,846500
2024-03-22,base,180.30000000,19.83300000,160.46700000,655800
2024-03-23,arbitrum,568.90000000,73.73512900,495.16487100,1264500
2024-03-23,optimism,236.50000000,35.58142500,200.91857500,848500
2024-03-23,base,182.90000000,19.99828600,162.90171400,658100
2024-03-24,arbitrum,572.00000000,74.80616000,497.19384000,1267000
2024-03-24,optimism,238.90000000,35.72749500,203.17250500,850500
2024-03-24,base,185.50000000,20.46621500,165.03378500,660400
2024-03-25,arbitrum,575.10000000,74.76300000,500.33700000,1269500
2024-03-25,optimism,241.30000000,36.41217000,204.88783000,852500
2024-03-25,base,188.10000000,20.62892700,167.47107300,662700
2024-03-26,arbitrum,568.40000000,73.44864800,494.95135200,1268500
2024-03-26,optimism,233.90000000,35.08500000,198.81500000,851000
2024-03-26,base,180.90000000,20.01839400,160.88160600,661500
2024-03-27,arbitrum,571.50000000,74.51788500,496.98211500,1271000
2024-03-27,optimism,236.30000000,35.23233000,201.06767000,853000
2024-03-27,base,183.50000000,20.18500000,163.31500000,663800
2024-03-28,arbitrum,574.60000000,74.47390600,500.12609400,1273500
2024-03-28,optimism,238.70000000,35.91241500,202.78758500,855000
2024-03-28,base,186.10000000,20.34817400,165.75182600,666100
2024-03-29,arbitrum,577.70000000,75.55160600,502.14839400,1276000
2024-03-29,optimism,241.10000000,36.05650500,205.04349500,857000
2024-03-29,base,188.70000000,20.81927100,167.88072900,668400
2024-03-30,arbitrum,580.80000000,75.50400000,505.29600000,1278500
2024-03-30,optimism,243.50000000,36.74415000,206.75585000,859000
2024-03-30,base,191.30000000,20.97987100,170.32012900,670700
2024-03-31,arbitrum,580.40000000,74.99928800,505.40071200,1281000
2024-03-31,optimism,242.40000000,36.36000000,206.04000000,861000
2024-03-31,base,190.40000000,21.06966400,169.33033600,673000
